msize mif0.00_bkpap_alg0_bkpap_seg_size4194304_ucc_en0_ucc_tlsall_avg_lat mif0.00_bkpap_alg0_bkpap_seg_size134217728_ucc_en0_ucc_tlsall_avg_lat mif0.00_bkpap_alg4_bkpap_seg_size134217728_ucc_en0_ucc_tlsall_avg_lat mif0.00_bkpap_alg6_bkpap_seg_size134217728_ucc_en1_ucc_tlsucp_avg_lat mif0.00_bkpap_alg6_bkpap_seg_size134217728_ucc_en1_ucc_tlsall_avg_lat mif0.00_wsize16_ppn4_avg_lat mif2.00_bkpap_alg0_bkpap_seg_size4194304_ucc_en0_ucc_tlsall_avg_lat mif2.00_bkpap_alg0_bkpap_seg_size134217728_ucc_en0_ucc_tlsall_avg_lat mif2.00_bkpap_alg4_bkpap_seg_size134217728_ucc_en0_ucc_tlsall_avg_lat mif2.00_bkpap_alg6_bkpap_seg_size134217728_ucc_en1_ucc_tlsucp_avg_lat mif2.00_bkpap_alg6_bkpap_seg_size134217728_ucc_en1_ucc_tlsall_avg_lat mif2.00_wsize16_ppn4_avg_lat mif6.00_bkpap_alg0_bkpap_seg_size4194304_ucc_en0_ucc_tlsall_avg_lat mif6.00_bkpap_alg0_bkpap_seg_size134217728_ucc_en0_ucc_tlsall_avg_lat mif6.00_bkpap_alg4_bkpap_seg_size134217728_ucc_en0_ucc_tlsall_avg_lat mif6.00_bkpap_alg6_bkpap_seg_size134217728_ucc_en1_ucc_tlsucp_avg_lat mif6.00_bkpap_alg6_bkpap_seg_size134217728_ucc_en1_ucc_tlsall_avg_lat mif6.00_wsize16_ppn4_avg_lat mif10.00_bkpap_alg0_bkpap_seg_size4194304_ucc_en0_ucc_tlsall_avg_lat mif10.00_bkpap_alg0_bkpap_seg_size134217728_ucc_en0_ucc_tlsall_avg_lat mif10.00_bkpap_alg4_bkpap_seg_size134217728_ucc_en0_ucc_tlsall_avg_lat mif10.00_bkpap_alg6_bkpap_seg_size134217728_ucc_en1_ucc_tlsucp_avg_lat mif10.00_bkpap_alg6_bkpap_seg_size134217728_ucc_en1_ucc_tlsall_avg_lat mif10.00_wsize16_ppn4_avg_lat mif20.00_bkpap_alg0_bkpap_seg_size4194304_ucc_en0_ucc_tlsall_avg_lat mif20.00_bkpap_alg0_bkpap_seg_size134217728_ucc_en0_ucc_tlsall_avg_lat mif20.00_bkpap_alg4_bkpap_seg_size134217728_ucc_en0_ucc_tlsall_avg_lat mif20.00_bkpap_alg6_bkpap_seg_size134217728_ucc_en1_ucc_tlsucp_avg_lat mif20.00_bkpap_alg6_bkpap_seg_size134217728_ucc_en1_ucc_tlsall_avg_lat mif20.00_wsize16_ppn4_avg_lat
1048576 422.32 399.65 1781.76 3846.69 360.43 440.27 640.77 649.34 2124.22 3971.2 727.55 558.69 1112.65 1124.71 2949.51 4467.61 1412.57 773.45 1634.11 1649.07 3624.01 5090.94 2044.27 992.05 2950.87 2934.18 5290.31 6666.44 3713.33 1612.67
2097152 613.59 618.96 1545.29 1422.49 487.07 849.35 798.77 823.18 1575.35 1500.35 754 1035.07 1185.8 1216.54 2123.86 1934.09 1429.34 1401.4 1596.27 1611.62 2782.34 2484.39 1958.77 1801.16 2671.2 2662.25 4253.16 4028.32 3309.36 2730.83
4194304 1036.13 1023.57 2692.49 2583.16 812.2 1654.34 1333.71 1338.09 2768.22 2684.4 1244.76 1964.15 1997.26 1969.35 3572.31 3340.36 2249.16 2842.25 2688.56 2686.34 4468.13 4256.22 3298.06 3471.74 4444.9 4515.97 7187.89 6881.42 5653.26 5242.07
8388608 4572.87 1794.13 5041.39 4902.28 1446.06 3321.07 5134.06 2349.34 5191.2 5080.78 2264.29 4028.04 6273.18 3574.67 6670.86 6228.82 4183.48 5505.82 7739.05 4908.84 8322.37 8035 6107.22 6804.27 11746.64 8219.47 13205.36 12806.33 10750.22 10352.55
16777216 8349.8 3430.76 9897.04 9642.26 2668.01 6238.22 9420.49 4471.25 10158.03 9962.5 4278.22 7630.94 11964.3 6876.53 12665.03 12072.36 8134.65 10554.82 14770.49 9450.49 15971.73 15451.76 11811 13231.25 22477.93 15942.45 25002.82 24229.87 20514.2 20021.16
33554432 15731.71 6487.42 19097.07 18915.03 5112.27 16790.51 17875.82 8650.74 19948.71 19679.49 8290.25 18540.37 22636.8 13412.89 25024.43 23881.96 15677.5 23949.02 28284.54 18536.03 31492.24 30296.39 23024.37 29802.64 43662.73 31253.46 48739.01 47718.79 40227.5 43251.52
67108864 30560.5 12525.77 38353.01 37589.59 10244.08 32736.27 34773.33 16893.94 39677.25 38966.74 16266.76 36798.25 44357.38 26421.63 49885.76 47035.56 30222.53 48000.95 54872.81 36526.15 62176.62 59545.22 44482.45 58493.46 84653.14 61664.12 95188.95 93301.43 78006.59 85238.41
134217728 59842.15 24596.62 76887.25 74807.19 20438.33 63941.11 67370.6 32847.52 79787.89 78638.55 33611.79 72575.82 85231.34 50969.39 98433.4 93918.3 60881.9 94842.32 105962.81 69905.82 123302.63 118932.25 88494.82 115422.18 164685.02 119013.87 189806.67 186000.58 156404.85 169367.05
